LCLid,stdorToU,DateTime,KWH/hh (per half hour) ,Acorn,Acorn_grouped
MAC003718,Std,25/10/2012 03:30:00,0.189,ACORN-A,Affluent
MAC003718,Std,25/10/2012 04:00:00,0.158,ACORN-A,Affluent
MAC003718,Std,25/10/2012 04:30:00,0.146,ACORN-A,Affluent
MAC003718,Std,25/10/2012 05:00:00,0.12,ACORN-A,Affluent
MAC003718,Std,25/10/2012 05:30:00,0.138,ACORN-A,Affluent
MAC003718,Std,25/10/2012 06:00:00,0.546,ACORN-A,Affluent
MAC003718,Std,25/10/2012 06:30:00,0.28,ACORN-A,Affluent
MAC003718,Std,25/10/2012 07:00:00,0.141,ACORN-A,Affluent
MAC003718,Std,25/10/2012 07:30:00,0.125,ACORN-A,Affluent
MAC003718,Std,25/10/2012 08:00:00,0.168,ACORN-A,Affluent
MAC003718,Std,25/10/2012 08:30:00,0.186,ACORN-A,Affluent
MAC003718,Std,25/10/2012 09:00:00,0.204,ACORN-A,Affluent
MAC003718,Std,25/10/2012 09:30:00,0.158,ACORN-A,Affluent
MAC003718,Std,25/10/2012 10:00:00,0.186,ACORN-A,Affluent
MAC003718,Std,25/10/2012 10:30:00,0.132,ACORN-A,Affluent
MAC003718,Std,25/10/2012 11:00:00,0.145,ACORN-A,Affluent
MAC003718,Std,25/10/2012 11:30:00,0.121,ACORN-A,Affluent
MAC003718,Std,25/10/2012 12:00:00,0.135,ACORN-A,Affluent
MAC003718,Std,25/10/2012 12:30:00,0.131,ACORN-A,Affluent
MAC003718,Std,25/10/2012 13:00:00,0.125,ACORN-A,Affluent
MAC003718,Std,25/10/2012 13:30:00,0.143,ACORN-A,Affluent
MAC003718,Std,25/10/2012 14:00:00,0.118,ACORN-A,Affluent
MAC003718,Std,25/10/2012 14:30:00,0.149,ACORN-A,Affluent
MAC003718,Std,25/10/2012 15:00:00,0.118,ACORN-A,Affluent
MAC003718,Std,25/10/2012 15:30:00,0.185,ACORN-A,Affluent
MAC003718,Std,25/10/2012 16:00:00,0.158,ACORN-A,Affluent
MAC003718,Std,25/10/2012 16:30:00,0.186,ACORN-A,Affluent
MAC003718,Std,25/10/2012 17:00:00,0.153,ACORN-A,Affluent
MAC003718,Std,25/10/2012 17:30:00,0.137,ACORN-A,Affluent
MAC003718,Std,25/10/2012 18:00:00,0.123,ACORN-A,Affluent
MAC003718,Std,25/10/2012 18:30:00,0.179,ACORN-A,Affluent
MAC003718,Std,25/10/2012 19:00:00,0.455,ACORN-A,Affluent
MAC003718,Std,25/10/2012 19:30:00,0.452,ACORN-A,Affluent
MAC003718,Std,25/10/2012 20:00:00,0.574,ACORN-A,Affluent
MAC003718,Std,25/10/2012 20:30:00,0.289,ACORN-A,Affluent
MAC003718,Std,25/10/2012 21:00:00,0.22,ACORN-A,Affluent
MAC003718,Std,25/10/2012 21:30:00,0.383,ACORN-A,Affluent
MAC003718,Std,25/10/2012 22:00:00,0.364,ACORN-A,Affluent
MAC003718,Std,25/10/2012 22:30:00,0.168,ACORN-A,Affluent
MAC003718,Std,25/10/2012 23:00:00,0.187,ACORN-A,Affluent
MAC003718,Std,25/10/2012 23:30:00,0.171,ACORN-A,Affluent
MAC003718,Std,26/10/2012 00:00:00,0.154,ACORN-A,Affluent
MAC003718,Std,26/10/2012 00:30:00,0.146,ACORN-A,Affluent
MAC003718,Std,26/10/2012 01:00:00,0.124,ACORN-A,Affluent
MAC003718,Std,26/10/2012 01:30:00,0.156,ACORN-A,Affluent
MAC003718,Std,26/10/2012 02:00:00,0.124,ACORN-A,Affluent
MAC003718,Std,26/10/2012 02:30:00,0.155,ACORN-A,Affluent
MAC003718,Std,26/10/2012 03:00:00,0.122,ACORN-A,Affluent
MAC003718,Std,26/10/2012 03:30:00,0.153,ACORN-A,Affluent
MAC003718,Std,26/10/2012 04:00:00,0.124,ACORN-A,Affluent
MAC003718,Std,26/10/2012 04:30:00,0.141,ACORN-A,Affluent
MAC003718,Std,26/10/2012 05:00:00,0.175,ACORN-A,Affluent
MAC003718,Std,26/10/2012 05:30:00,0.401,ACORN-A,Affluent
MAC003718,Std,26/10/2012 06:00:00,0.224,ACORN-A,Affluent
MAC003718,Std,26/10/2012 06:30:00,0.259,ACORN-A,Affluent
MAC003718,Std,26/10/2012 07:00:00,0.208,ACORN-A,Affluent
MAC003718,Std,26/10/2012 07:30:00,0.123,ACORN-A,Affluent
MAC003718,Std,26/10/2012 08:00:00,0.16,ACORN-A,Affluent
MAC003718,Std,26/10/2012 08:30:00,0.135,ACORN-A,Affluent
MAC003718,Std,26/10/2012 09:00:00,0.163,ACORN-A,Affluent
MAC003718,Std,26/10/2012 09:30:00,0.181,ACORN-A,Affluent
MAC003718,Std,26/10/2012 10:00:00,0.134,ACORN-A,Affluent
MAC003718,Std,26/10/2012 10:30:00,0.246,ACORN-A,Affluent
MAC003718,Std,26/10/2012 11:00:00,0.252,ACORN-A,Affluent
MAC003718,Std,26/10/2012 11:30:00,0.222,ACORN-A,Affluent
MAC003718,Std,26/10/2012 12:00:00,0.267,ACORN-A,Affluent
MAC003718,Std,26/10/2012 12:30:00,0.264,ACORN-A,Affluent
MAC003718,Std,26/10/2012 13:00:00,0.478,ACORN-A,Affluent
MAC003718,Std,26/10/2012 13:30:00,0.221,ACORN-A,Affluent
MAC003718,Std,26/10/2012 14:00:00,0.19,ACORN-A,Affluent
MAC003718,Std,26/10/2012 14:30:00,0.188,ACORN-A,Affluent
MAC003718,Std,26/10/2012 15:00:00,0.175,ACORN-A,Affluent
MAC003718,Std,26/10/2012 15:30:00,0.149,ACORN-A,Affluent
MAC003718,Std,26/10/2012 16:00:00,0.404,ACORN-A,Affluent
MAC003718,Std,26/10/2012 16:30:00,0.446,ACORN-A,Affluent
MAC003718,Std,26/10/2012 17:00:00,0.218,ACORN-A,Affluent
MAC003718,Std,26/10/2012 17:30:00,0.241,ACORN-A,Affluent
MAC003718,Std,26/10/2012 18:00:00,0.27,ACORN-A,Affluent
MAC003718,Std,26/10/2012 18:30:00,0.342,ACORN-A,Affluent
MAC003718,Std,26/10/2012 19:00:00,0.573,ACORN-A,Affluent
MAC003718,Std,26/10/2012 19:30:00,0.383,ACORN-A,Affluent
MAC003718,Std,26/10/2012 20:00:00,0.387,ACORN-A,Affluent
MAC003718,Std,26/10/2012 20:30:00,0.379,ACORN-A,Affluent
MAC003718,Std,26/10/2012 21:00:00,0.501,ACORN-A,Affluent
MAC003718,Std,26/10/2012 21:30:00,0.245,ACORN-A,Affluent
MAC003718,Std,26/10/2012 22:00:00,0.255,ACORN-A,Affluent
MAC003718,Std,26/10/2012 22:30:00,0.308,ACORN-A,Affluent
MAC003718,Std,26/10/2012 23:00:00,0.821,ACORN-A,Affluent
MAC003718,Std,26/10/2012 23:30:00,0.698,ACORN-A,Affluent
MAC003718,Std,27/10/2012 00:00:00,0.142,ACORN-A,Affluent
MAC003718,Std,27/10/2012 00:30:00,0.137,ACORN-A,Affluent
MAC003718,Std,27/10/2012 01:00:00,0.109,ACORN-A,Affluent
MAC003718,Std,27/10/2012 01:30:00,0.098,ACORN-A,Affluent
MAC003718,Std,27/10/2012 02:00:00,0.097,ACORN-A,Affluent
MAC003718,Std,27/10/2012 02:30:00,0.096,ACORN-A,Affluent
MAC003718,Std,27/10/2012 03:00:00,0.091,ACORN-A,Affluent
MAC003718,Std,27/10/2012 03:30:00,0.089,ACORN-A,Affluent
MAC003718,Std,27/10/2012 04:00:00,0.096,ACORN-A,Affluent
MAC003718,Std,27/10/2012 04:30:00,0.134,ACORN-A,Affluent
MAC003718,Std,27/10/2012 05:00:00,0.141,ACORN-A,Affluent
MAC003718,Std,27/10/2012 05:30:00,0.145,ACORN-A,Affluent
MAC003718,Std,27/10/2012 06:00:00,0.235,ACORN-A,Affluent
MAC003718,Std,27/10/2012 06:30:00,0.181,ACORN-A,Affluent
MAC003718,Std,27/10/2012 07:00:00,0.186,ACORN-A,Affluent
MAC003718,Std,27/10/2012 07:30:00,0.321,ACORN-A,Affluent
MAC003718,Std,27/10/2012 08:00:00,0.226,ACORN-A,Affluent
MAC003718,Std,27/10/2012 08:30:00,0.335,ACORN-A,Affluent
MAC003718,Std,27/10/2012 09:00:00,0.237,ACORN-A,Affluent
MAC003718,Std,27/10/2012 09:30:00,0.283,ACORN-A,Affluent
MAC003718,Std,27/10/2012 10:00:00,0.307,ACORN-A,Affluent
MAC003718,Std,27/10/2012 10:30:00,0.151,ACORN-A,Affluent
MAC003718,Std,27/10/2012 11:00:00,0.142,ACORN-A,Affluent
MAC003718,Std,27/10/2012 11:30:00,0.143,ACORN-A,Affluent
MAC003718,Std,27/10/2012 12:00:00,0.135,ACORN-A,Affluent
MAC003718,Std,27/10/2012 12:30:00,0.157,ACORN-A,Affluent
MAC003718,Std,27/10/2012 13:00:00,0.255,ACORN-A,Affluent
MAC003718,Std,27/10/2012 13:30:00,0.403,ACORN-A,Affluent
MAC003718,Std,27/10/2012 14:00:00,0.248,ACORN-A,Affluent
MAC003718,Std,27/10/2012 14:30:00,0.14,ACORN-A,Affluent
MAC003718,Std,27/10/2012 15:00:00,0.129,ACORN-A,Affluent
MAC003718,Std,27/10/2012 15:30:00,0.215,ACORN-A,Affluent
MAC003718,Std,27/10/2012 16:00:00,0.205,ACORN-A,Affluent
MAC003718,Std,27/10/2012 16:30:00,0.179,ACORN-A,Affluent
MAC003718,Std,27/10/2012 17:00:00,0.201,ACORN-A,Affluent
MAC003718,Std,27/10/2012 17:30:00,0.619,ACORN-A,Affluent
MAC003718,Std,27/10/2012 18:00:00,0.502,ACORN-A,Affluent
MAC003718,Std,27/10/2012 18:30:00,0.709,ACORN-A,Affluent
MAC003718,Std,27/10/2012 19:00:00,0.472,ACORN-A,Affluent
MAC003718,Std,27/10/2012 19:30:00,0.312,ACORN-A,Affluent
MAC003718,Std,27/10/2012 20:00:00,0.486,ACORN-A,Affluent
MAC003718,Std,27/10/2012 20:30:00,0.261,ACORN-A,Affluent
MAC003718,Std,27/10/2012 21:00:00,0.206,ACORN-A,Affluent
MAC003718,Std,27/10/2012 21:30:00,0.168,ACORN-A,Affluent
MAC003718,Std,27/10/2012 22:00:00,0.168,ACORN-A,Affluent
MAC003718,Std,27/10/2012 22:30:00,0.661,ACORN-A,Affluent
MAC003718,Std,27/10/2012 23:00:00,0.309,ACORN-A,Affluent
MAC003718,Std,27/10/2012 23:30:00,0.68,ACORN-A,Affluent
MAC003718,Std,28/10/2012 00:00:00,0.193,ACORN-A,Affluent
MAC003718,Std,28/10/2012 00:30:00,0.086,ACORN-A,Affluent
MAC003718,Std,28/10/2012 01:00:00,0.147,ACORN-A,Affluent
MAC003718,Std,28/10/2012 01:30:00,0.18,ACORN-A,Affluent
MAC003718,Std,28/10/2012 02:00:00,0.174,ACORN-A,Affluent
MAC003718,Std,28/10/2012 02:30:00,0.179,ACORN-A,Affluent
MAC003718,Std,28/10/2012 03:00:00,0.148,ACORN-A,Affluent
MAC003718,Std,28/10/2012 03:30:00,0.132,ACORN-A,Affluent
MAC003718,Std,28/10/2012 04:00:00,0.131,ACORN-A,Affluent
MAC003718,Std,28/10/2012 04:30:00,0.139,ACORN-A,Affluent
MAC003718,Std,28/10/2012 05:00:00,0.131,ACORN-A,Affluent
MAC003718,Std,28/10/2012 05:30:00,0.131,ACORN-A,Affluent
MAC003718,Std,28/10/2012 06:00:00,0.134,ACORN-A,Affluent
MAC003718,Std,28/10/2012 06:30:00,0.145,ACORN-A,Affluent
MAC003718,Std,28/10/2012 07:00:00,0.132,ACORN-A,Affluent
MAC003718,Std,28/10/2012 07:30:00,0.084,ACORN-A,Affluent
MAC003718,Std,28/10/2012 08:00:00,0.084,ACORN-A,Affluent
MAC003718,Std,28/10/2012 08:30:00,0.176,ACORN-A,Affluent
MAC003718,Std,28/10/2012 09:00:00,0.383,ACORN-A,Affluent
MAC003718,Std,28/10/2012 09:30:00,0.303,ACORN-A,Affluent
MAC003718,Std,28/10/2012 10:00:00,0.225,ACORN-A,Affluent
MAC003718,Std,28/10/2012 10:30:00,0.278,ACORN-A,Affluent
MAC003718,Std,28/10/2012 11:00:00,0.388,ACORN-A,Affluent
MAC003718,Std,28/10/2012 11:30:00,0.204,ACORN-A,Affluent
MAC003718,Std,28/10/2012 12:00:00,0.128,ACORN-A,Affluent
MAC003718,Std,28/10/2012 12:30:00,0.103,ACORN-A,Affluent
MAC003718,Std,28/10/2012 13:00:00,0.111,ACORN-A,Affluent
MAC003718,Std,28/10/2012 13:30:00,0.196,ACORN-A,Affluent
MAC003718,Std,28/10/2012 14:00:00,0.144,ACORN-A,Affluent
MAC003718,Std,28/10/2012 14:30:00,0.201,ACORN-A,Affluent
MAC003718,Std,28/10/2012 15:00:00,0.45,ACORN-A,Affluent
MAC003718,Std,28/10/2012 15:30:00,0.36,ACORN-A,Affluent
MAC003718,Std,28/10/2012 16:00:00,0.337,ACORN-A,Affluent
MAC003718,Std,28/10/2012 16:30:00,0.233,ACORN-A,Affluent
MAC003718,Std,28/10/2012 17:00:00,0.291,ACORN-A,Affluent
MAC003718,Std,28/10/2012 17:30:00,0.553,ACORN-A,Affluent
MAC003718,Std,28/10/2012 18:00:00,0.197,ACORN-A,Affluent
MAC003718,Std,28/10/2012 18:30:00,0.485,ACORN-A,Affluent
MAC003718,Std,28/10/2012 19:00:00,0.476,ACORN-A,Affluent
MAC003718,Std,28/10/2012 19:30:00,0.454,ACORN-A,Affluent
MAC003718,Std,28/10/2012 20:00:00,0.274,ACORN-A,Affluent
MAC003718,Std,28/10/2012 20:30:00,0.278,ACORN-A,Affluent
MAC003718,Std,28/10/2012 21:00:00,0.382,ACORN-A,Affluent
MAC003718,Std,28/10/2012 21:30:00,0.217,ACORN-A,Affluent
MAC003718,Std,28/10/2012 22:00:00,0.283,ACORN-A,Affluent
MAC003718,Std,28/10/2012 22:30:00,0.829,ACORN-A,Affluent
MAC003718,Std,28/10/2012 23:00:00,0.433,ACORN-A,Affluent
MAC003718,Std,28/10/2012 23:30:00,0.796,ACORN-A,Affluent
MAC003718,Std,29/10/2012 00:00:00,0.147,ACORN-A,Affluent
MAC003718,Std,29/10/2012 00:30:00,0.133,ACORN-A,Affluent
MAC003718,Std,29/10/2012 01:00:00,0.13,ACORN-A,Affluent
MAC003718,Std,29/10/2012 01:30:00,0.129,ACORN-A,Affluent
MAC003718,Std,29/10/2012 02:00:00,0.13,ACORN-A,Affluent
MAC003718,Std,29/10/2012 02:30:00,0.155,ACORN-A,Affluent
MAC003718,Std,29/10/2012 03:00:00,0.173,ACORN-A,Affluent
MAC003718,Std,29/10/2012 03:30:00,0.169,ACORN-A,Affluent
MAC003718,Std,29/10/2012 04:00:00,0.168,ACORN-A,Affluent
MAC003718,Std,29/10/2012 04:30:00,0.15,ACORN-A,Affluent
MAC003718,Std,29/10/2012 05:00:00,0.13,ACORN-A,Affluent
MAC003718,Std,29/10/2012 05:30:00,0.128,ACORN-A,Affluent
MAC003718,Std,29/10/2012 06:00:00,0.275,ACORN-A,Affluent
MAC003718,Std,29/10/2012 06:30:00,0.318,ACORN-A,Affluent
MAC003718,Std,29/10/2012 07:00:00,0.14,ACORN-A,Affluent
MAC003718,Std,29/10/2012 07:30:00,0.128,ACORN-A,Affluent
MAC003718,Std,29/10/2012 08:00:00,0.134,ACORN-A,Affluent
MAC003718,Std,29/10/2012 08:30:00,0.131,ACORN-A,Affluent
MAC003718,Std,29/10/2012 09:00:00,0.136,ACORN-A,Affluent
MAC003718,Std,29/10/2012 09:30:00,0.159,ACORN-A,Affluent
MAC003718,Std,29/10/2012 10:00:00,0.742,ACORN-A,Affluent
MAC003718,Std,29/10/2012 10:30:00,0.262,ACORN-A,Affluent
MAC003718,Std,29/10/2012 11:00:00,0.189,ACORN-A,Affluent
MAC003718,Std,29/10/2012 11:30:00,0.201,ACORN-A,Affluent
MAC003718,Std,29/10/2012 12:00:00,0.732,ACORN-A,Affluent
MAC003718,Std,29/10/2012 12:30:00,0.307,ACORN-A,Affluent
MAC003718,Std,29/10/2012 13:00:00,0.714,ACORN-A,Affluent
MAC003718,Std,29/10/2012 13:30:00,0.576,ACORN-A,Affluent
MAC003718,Std,29/10/2012 14:00:00,0.361,ACORN-A,Affluent
MAC003718,Std,29/10/2012 14:30:00,0.211,ACORN-A,Affluent
MAC003718,Std,29/10/2012 15:00:00,0.347,ACORN-A,Affluent
MAC003718,Std,29/10/2012 15:30:00,0.259,ACORN-A,Affluent
MAC003718,Std,29/10/2012 16:00:00,0.331,ACORN-A,Affluent
MAC003718,Std,29/10/2012 16:30:00,0.434,ACORN-A,Affluent
MAC003718,Std,29/10/2012 17:00:00,0.295,ACORN-A,Affluent
MAC003718,Std,29/10/2012 17:30:00,0.473,ACORN-A,Affluent
MAC003718,Std,29/10/2012 18:00:00,0.49,ACORN-A,Affluent
MAC003718,Std,29/10/2012 18:30:00,0.549,ACORN-A,Affluent
MAC003718,Std,29/10/2012 19:00:00,0.381,ACORN-A,Affluent
MAC003718,Std,29/10/2012 19:30:00,0.431,ACORN-A,Affluent
MAC003718,Std,29/10/2012 20:00:00,0.549,ACORN-A,Affluent
MAC003718,Std,29/10/2012 20:30:00,0.505,ACORN-A,Affluent
MAC003718,Std,29/10/2012 21:00:00,0.196,ACORN-A,Affluent
MAC003718,Std,29/10/2012 21:30:00,0.179,ACORN-A,Affluent
MAC003718,Std,29/10/2012 22:00:00,0.276,ACORN-A,Affluent
MAC003718,Std,29/10/2012 22:30:00,0.149,ACORN-A,Affluent
MAC003718,Std,29/10/2012 23:00:00,0.191,ACORN-A,Affluent
MAC003718,Std,29/10/2012 23:30:00,0.855,ACORN-A,Affluent
MAC003718,Std,30/10/2012 00:00:00,0.409,ACORN-A,Affluent
MAC003718,Std,30/10/2012 00:30:00,0.509,ACORN-A,Affluent
MAC003718,Std,30/10/2012 01:00:00,0.087,ACORN-A,Affluent
MAC003718,Std,30/10/2012 01:30:00,0.124,ACORN-A,Affluent
MAC003718,Std,30/10/2012 02:00:00,0.176,ACORN-A,Affluent
MAC003718,Std,30/10/2012 02:30:00,0.17,ACORN-A,Affluent
MAC003718,Std,30/10/2012 03:00:00,0.18,ACORN-A,Affluent
MAC003718,Std,30/10/2012 03:30:00,0.152,ACORN-A,Affluent
MAC003718,Std,30/10/2012 04:00:00,0.129,ACORN-A,Affluent
MAC003718,Std,30/10/2012 04:30:00,0.135,ACORN-A,Affluent
MAC003718,Std,30/10/2012 05:00:00,0.093,ACORN-A,Affluent
MAC003718,Std,30/10/2012 05:30:00,0.09,ACORN-A,Affluent
MAC003718,Std,30/10/2012 06:00:00,0.079,ACORN-A,Affluent
MAC003718,Std,30/10/2012 06:30:00,0.091,ACORN-A,Affluent
MAC003718,Std,30/10/2012 07:00:00,0.079,ACORN-A,Affluent
MAC003718,Std,30/10/2012 07:30:00,0.081,ACORN-A,Affluent
MAC003718,Std,30/10/2012 08:00:00,0.082,ACORN-A,Affluent
MAC003718,Std,30/10/2012 08:30:00,0.421,ACORN-A,Affluent
MAC003718,Std,30/10/2012 09:00:00,0.298,ACORN-A,Affluent
MAC003718,Std,30/10/2012 09:30:00,0.26,ACORN-A,Affluent
MAC003718,Std,30/10/2012 10:00:00,0.233,ACORN-A,Affluent
MAC003718,Std,30/10/2012 10:30:00,0.156,ACORN-A,Affluent
MAC003718,Std,30/10/2012 11:00:00,0.303,ACORN-A,Affluent
MAC003718,Std,30/10/2012 11:30:00,0.224,ACORN-A,Affluent
MAC003718,Std,30/10/2012 12:00:00,0.167,ACORN-A,Affluent
MAC003718,Std,30/10/2012 12:30:00,0.145,ACORN-A,Affluent
MAC003718,Std,30/10/2012 13:00:00,0.154,ACORN-A,Affluent
MAC003718,Std,30/10/2012 13:30:00,0.13,ACORN-A,Affluent
MAC003718,Std,30/10/2012 14:00:00,0.13,ACORN-A,Affluent
MAC003718,Std,30/10/2012 14:30:00,0.139,ACORN-A,Affluent
MAC003718,Std,30/10/2012 15:00:00,0.178,ACORN-A,Affluent
MAC003718,Std,30/10/2012 15:30:00,0.169,ACORN-A,Affluent
MAC003718,Std,30/10/2012 16:00:00,0.304,ACORN-A,Affluent
MAC003718,Std,30/10/2012 16:30:00,0.188,ACORN-A,Affluent
MAC003718,Std,30/10/2012 17:00:00,0.464,ACORN-A,Affluent
MAC003718,Std,30/10/2012 17:30:00,0.405,ACORN-A,Affluent
MAC003718,Std,30/10/2012 18:00:00,0.541,ACORN-A,Affluent
MAC003718,Std,30/10/2012 18:30:00,0.621,ACORN-A,Affluent
MAC003718,Std,30/10/2012 19:00:00,0.489,ACORN-A,Affluent
MAC003718,Std,30/10/2012 19:30:00,0.469,ACORN-A,Affluent
MAC003718,Std,30/10/2012 20:00:00,0.393,ACORN-A,Affluent
MAC003718,Std,30/10/2012 20:30:00,0.437,ACORN-A,Affluent
MAC003718,Std,30/10/2012 21:00:00,0.3,ACORN-A,Affluent
MAC003718,Std,30/10/2012 21:30:00,0.305,ACORN-A,Affluent
MAC003718,Std,30/10/2012 22:00:00,0.493,ACORN-A,Affluent
MAC003718,Std,30/10/2012 22:30:00,0.862,ACORN-A,Affluent
MAC003718,Std,30/10/2012 23:00:00,0.226,ACORN-A,Affluent
MAC003718,Std,30/10/2012 23:30:00,0.683,ACORN-A,Affluent
MAC003718,Std,31/10/2012 00:00:00,0.114,ACORN-A,Affluent
MAC003718,Std,31/10/2012 00:30:00,0.081,ACORN-A,Affluent
MAC003718,Std,31/10/2012 01:00:00,0.081,ACORN-A,Affluent
MAC003718,Std,31/10/2012 01:30:00,0.08,ACORN-A,Affluent
MAC003718,Std,31/10/2012 02:00:00,0.086,ACORN-A,Affluent
MAC003718,Std,31/10/2012 02:30:00,0.086,ACORN-A,Affluent
MAC003718,Std,31/10/2012 03:00:00,0.154,ACORN-A,Affluent
MAC003718,Std,31/10/2012 03:30:00,0.17,ACORN-A,Affluent
MAC003718,Std,31/10/2012 04:00:00,0.167,ACORN-A,Affluent
MAC003718,Std,31/10/2012 04:30:00,0.174,ACORN-A,Affluent
MAC003718,Std,31/10/2012 05:00:00,0.147,ACORN-A,Affluent
MAC003718,Std,31/10/2012 05:30:00,0.133,ACORN-A,Affluent
MAC003718,Std,31/10/2012 06:00:00,0.136,ACORN-A,Affluent
MAC003718,Std,31/10/2012 06:30:00,0.289,ACORN-A,Affluent
MAC003718,Std,31/10/2012 07:00:00,0.398,ACORN-A,Affluent
MAC003718,Std,31/10/2012 07:30:00,0.138,ACORN-A,Affluent
MAC003718,Std,31/10/2012 08:00:00,0.086,ACORN-A,Affluent
MAC003718,Std,31/10/2012 08:30:00,0.083,ACORN-A,Affluent
MAC003718,Std,31/10/2012 09:00:00,0.093,ACORN-A,Affluent
MAC003718,Std,31/10/2012 09:30:00,0.158,ACORN-A,Affluent
MAC003718,Std,31/10/2012 10:00:00,0.318,ACORN-A,Affluent
MAC003718,Std,31/10/2012 10:30:00,0.324,ACORN-A,Affluent
MAC003718,Std,31/10/2012 11:00:00,0.254,ACORN-A,Affluent
MAC003718,Std,31/10/2012 11:30:00,0.242,ACORN-A,Affluent
MAC003718,Std,31/10/2012 12:00:00,0.243,ACORN-A,Affluent
MAC003718,Std,31/10/2012 12:30:00,0.35,ACORN-A,Affluent
MAC003718,Std,31/10/2012 13:00:00,0.192,ACORN-A,Affluent
MAC003718,Std,31/10/2012 13:30:00,0.129,ACORN-A,Affluent
MAC003718,Std,31/10/2012 14:00:00,0.128,ACORN-A,Affluent
MAC003718,Std,31/10/2012 14:30:00,0.138,ACORN-A,Affluent
MAC003718,Std,31/10/2012 15:00:00,0.129,ACORN-A,Affluent
MAC003718,Std,31/10/2012 15:30:00,0.135,ACORN-A,Affluent
MAC003718,Std,31/10/2012 16:00:00,0.093,ACORN-A,Affluent
MAC003718,Std,31/10/2012 16:30:00,0.083,ACORN-A,Affluent
MAC003718,Std,31/10/2012 17:00:00,0.402,ACORN-A,Affluent
MAC003718,Std,31/10/2012 17:30:00,0.141,ACORN-A,Affluent
MAC003718,Std,31/10/2012 18:00:00,0.203,ACORN-A,Affluent
MAC003718,Std,31/10/2012 18:30:00,0.204,ACORN-A,Affluent
MAC003718,Std,31/10/2012 19:00:00,0.42,ACORN-A,Affluent
MAC003718,Std,31/10/2012 19:30:00,0.459,ACORN-A,Affluent
MAC003718,Std,31/10/2012 20:00:00,0.468,ACORN-A,Affluent
MAC003718,Std,31/10/2012 20:30:00,0.388,ACORN-A,Affluent
MAC003718,Std,31/10/2012 21:00:00,0.219,ACORN-A,Affluent
MAC003718,Std,31/10/2012 21:30:00,0.295,ACORN-A,Affluent
MAC003718,Std,31/10/2012 22:00:00,0.439,ACORN-A,Affluent
MAC003718,Std,31/10/2012 22:30:00,0.478,ACORN-A,Affluent
MAC003718,Std,31/10/2012 23:00:00,0.858,ACORN-A,Affluent
MAC003718,Std,31/10/2012 23:30:00,0.767,ACORN-A,Affluent
MAC003718,Std,01/11/2012 00:00:00,0.177,ACORN-A,Affluent
MAC003718,Std,01/11/2012 00:30:00,0.141,ACORN-A,Affluent
MAC003718,Std,01/11/2012 01:00:00,0.112,ACORN-A,Affluent
MAC003718,Std,01/11/2012 01:30:00,0.082,ACORN-A,Affluent
MAC003718,Std,01/11/2012 02:00:00,0.08,ACORN-A,Affluent
MAC003718,Std,01/11/2012 02:30:00,0.087,ACORN-A,Affluent
MAC003718,Std,01/11/2012 03:00:00,0.085,ACORN-A,Affluent
MAC003718,Std,01/11/2012 03:30:00,0.082,ACORN-A,Affluent
MAC003718,Std,01/11/2012 04:00:00,0.085,ACORN-A,Affluent
MAC003718,Std,01/11/2012 04:30:00,0.127,ACORN-A,Affluent
MAC003718,Std,01/11/2012 05:00:00,0.13,ACORN-A,Affluent
MAC003718,Std,01/11/2012 05:30:00,0.119,ACORN-A,Affluent
MAC003718,Std,01/11/2012 06:00:00,0.285,ACORN-A,Affluent
MAC003718,Std,01/11/2012 06:30:00,0.305,ACORN-A,Affluent
MAC003718,Std,01/11/2012 07:00:00,0.132,ACORN-A,Affluent
MAC003718,Std,01/11/2012 07:30:00,0.138,ACORN-A,Affluent
MAC003718,Std,01/11/2012 08:00:00,0.134,ACORN-A,Affluent
MAC003718,Std,01/11/2012 08:30:00,0.132,ACORN-A,Affluent
MAC003718,Std,01/11/2012 09:00:00,0.133,ACORN-A,Affluent
MAC003718,Std,01/11/2012 09:30:00,0.132,ACORN-A,Affluent
MAC003718,Std,01/11/2012 10:00:00,0.142,ACORN-A,Affluent
MAC003718,Std,01/11/2012 10:30:00,0.35,ACORN-A,Affluent
MAC003718,Std,01/11/2012 11:00:00,0.282,ACORN-A,Affluent
MAC003718,Std,01/11/2012 11:30:00,0.215,ACORN-A,Affluent
MAC003718,Std,01/11/2012 12:00:00,0.229,ACORN-A,Affluent
MAC003718,Std,01/11/2012 12:30:00,0.199,ACORN-A,Affluent
MAC003718,Std,01/11/2012 13:00:00,0.143,ACORN-A,Affluent
MAC003718,Std,01/11/2012 13:30:00,0.111,ACORN-A,Affluent
MAC003718,Std,01/11/2012 14:00:00,0.232,ACORN-A,Affluent
MAC003718,Std,01/11/2012 14:30:00,0.114,ACORN-A,Affluent
MAC003718,Std,01/11/2012 15:00:00,0.107,ACORN-A,Affluent
MAC003718,Std,01/11/2012 15:30:00,0.192,ACORN-A,Affluent
MAC003718,Std,01/11/2012 16:00:00,0.172,ACORN-A,Affluent
MAC003718,Std,01/11/2012 16:30:00,0.163,ACORN-A,Affluent
MAC003718,Std,01/11/2012 17:00:00,0.335,ACORN-A,Affluent
MAC003718,Std,01/11/2012 17:30:00,0.334,ACORN-A,Affluent
MAC003718,Std,01/11/2012 18:00:00,0.275,ACORN-A,Affluent
MAC003718,Std,01/11/2012 18:30:00,0.276,ACORN-A,Affluent
